Sale type,SKU,Name,Spring - Sale Price DR,Spring - Sale Price TW,Spring - Sale Price OR
Overstock,GEO-143-3/4-C/P,(DC) Vado Geo Wall Mounted Concealed Stop Valve 3/4,94.99,94.99,
Overstock,SH/182/C,Sagittarius Pr Short Elbows to suit Exposed Shower Valves,17.99,17.99,
Overstock,UR3HBAS/BAT,-,224.99,224.99,
Overstock,RIA/727/C,Sagittarius Rimini Glass Shelf (AC-674-C),33.99,33.99,
Overstock,SEA/798/C,Sagittarius Wall Mounted Shower Stool (150kg) (AC/223/C),194.99,194.99,
Overstock,CH/192/C,Sagittarius Churchman Concealed Thermostatic Shower Valve,264.99,264.99,
Overstock,BTSVT004,Hudson Reed Black Topaz Twin Concealed Thermostatic Shower Valve With Diverter - Chrome/Black,234.99,234.99,
Overstock,MAE4MB,Clearwater Magus 4-in-1 Instant Hot & Filtered Cold Water Touch Control Kitchen Mixer Tap - Matt Black,,624.99,
Overstock,X381,-,31.99,31.99,
Overstock,ARM01,Premier Round Wall Mounted Shower Arm - 345mm (Drench),23.99,23.99,
Overstock,BETA-007,(DC) Vellamo Venta Single Towel Rail 365mm,19.99,19.99,
Overstock,KI400,-,29.99,29.99,
,NSSQ7BP,Drench Matt Black 8mm Square Corner Hinged Bath Screen - 1520 x 815mm,219.99,219.99,
Overstock,WBS/409/C,Sagittarius Long Basin Waste Shroud (For Unslotted) (WA/409/C),21.99,21.99,
Overstock,WA-484-G,Sagittarius Pr Floor Mounted Standpipes Gold,319.99,319.99,
Overstock,LISHVO/DIV,DISCONTINUED - Flova Liberty 2 Outlet Concealed Manual Mixer Valve with Easyfit SmartBOX - Chrome,199.99,199.99,
Overstock,LI2HWMBAS,Flova Liberty Wall Mounted Basin Mixer with Clicker Waste - Chrome,219.99,219.99,
Overstock,KIL120,Flova Liberty Wall Outlet Elbow - Chrome,21.99,21.99,
Overstock,SO8923,Flova Sofija Toilet Brush & Holder,64.99,64.99,
Overstock,MINTBRACKGM,Harbour i10 T Bracket - Gunmetal,16.99,16.99,
Overstock,SH005,Vellamo Slimline Round Thin Shower Head 300mm,29.99,29.99,
,NTP032,Drench MineralStone 40mm Low Profile Rectangular Shower Tray - 1400 x 760mm,209.99,209.99,209.99
,NTP052,Drench MineralStone 40mm Low Profile Rectangular Shower Tray - 1600 x 760mm,249.99,249.99,249.99
,NTP064,Drench MineralStone 40mm Low Profile Rectangular Shower Tray - 1700 x 900mm,269.99,269.99,269.99
Overstock,HLY002,Kingsbury Soap Dish & Holder (Drench Jeremy),11.99,11.99,11.99
Overstock,VLV-MDLKS,-,16.99,16.99,16.99
Overstock,H009,Drench Chrome Seven-Shaped Furniture Handle - 480mm Centres,6.49,6.49,6.49
Overstock,H184,Drench Satin Nickel Curved D Bar Furniture Handle - 192mm Centres,6.49,6.49,6.49
Overstock,WLS-LEAK-SEALER,Leak Sealer - 1 Litre Bottle,7.49,7.49,7.49
Overstock,VLV-BRT/A,(DC) Reina Bronte Angled Radiator Valves (Butler & Rose),13.99,13.99,13.99
Overstock,VLV-LGEAS,Reina Loge Straight Radiator Valve - Anthracite,14.99,14.99,14.99
Overstock,HLY006,Kingsbury Towel Rail 600mm (Drench Jeremy),17.49,17.49,17.49
Overstock,VLV-MDLCA,-,17.49,17.49,17.49
Overstock,HLY008,Kingsbury Toilet Brush & Holder (Drench Jeremy),17.99,17.99,17.99
Overstock,SK-130-AC,DQ Heating 130mm Radiator Sleeving Kit - Antique Copper,19.99,19.99,19.99
Overstock,WOODEND007,Harbour Dark Oak 800mm Vinyl Wrap Bath End Panel,29.99,29.99,29.99
Overstock,MPC111,(DC) Premier Athena 700mm Bath Front Panel - Driftwood (Drench Emily),34.99,34.99,34.99
Overstock,OFF271,(DC) Drift Bath End Panel for 750mm Bath - (730x480/100mm),34.99,34.99,34.99
Overstock,ID50WC-GRY,Aspire Back to Wall WC Toilet Unit - Gloss Grey (Idon),59.99,59.99,59.99
Overstock,VELWONDER-500X750-BLK,(DC) Vellamo Wonder Hexagonal Matt Black Framed Mirror - 500 x 750mm,74.99,74.99,74.99
Overstock,SHOWER002N,-,79.99,79.99,79.99
Overstock,VELWONDER-500X750-BB,-,79.99,79.99,79.99
Overstock,MOD642,(DC) Premier Athena 500mm WC Unit - Hacienda Black (Drench Emily),84.99,84.99,84.99
Overstock,TCK-086-1200,Thermogroup Vario EZ Cable Kit 12 Exc. 5259 Tstat - No thermostat,294.99,294.99,294.99
Overstock,HOX.008MB,Britton Bathrooms Hoxton Bath Shower Mixer Tap - Matt Black,166.99,166.99,166.99
Overstock,CF-500WCUNIT-DRIFTWOOD,-,99.99,99.99,99.99
Overstock,H031,Drench Brushed Brass Chrome Knurled T Bar Furniture Handle - 160mm Centres,7.99,7.99,7.99
Overstock,H104,Drench Chrome Angled D Bar Furniture Handle - 224mm Centres,7.99,7.99,7.99
Overstock,SX323,Premier Square Deck Mounting Legs (Vellamo),32.99,32.99,32.99
Overstock,H919,(DC) Drench Brushed Nickel Double G Bar Furniture Handle - 160mm Centres,9.99,9.99,9.99
Overstock,ARC66-NKL,Arcade Nickel Black Lever,39.99,39.99,39.99
Overstock,BL021C_V2,Crosswater Belgravia Single Robe Hook Chrome,29.99,29.99,29.99
Overstock,MPD511,(DC) Emily 700mm Bath End Panel - Brown Grey Avola,49.99,49.99,49.99
Overstock,VUL1-57/13H-W,DQ Heating Vulcano Single Panel Mild Steel Horizontal Designer Radiator - White - 520x571,199.99,199.99,199.99
Overstock,TFVIBRAD4-MUL,The Tap Factory Vibrance Radiator 1800H x 236W - Mulberry,289.99,289.99,289.99
Overstock,TFVIBRAD5-MUSTARD,The Tap Factory Vibrance Radiator 1800H x 413W - English Mustard,349.99,349.99,349.99
Overstock,BUR.T62,Burlington Regal Chrome Washstand Extension Kit,49.99,49.99,49.99
Overstock,CW3,Burlington Bath Shallow P Trap,49.99,49.99,49.99
Overstock,TIS3047,Drench Noir LED Illuminated Round Black Framed Mirror with Demister Pad & Colour Change LEDs - 600mm,179.99,179.99,179.99
Overstock,B004730.origins,Origins Living Modena Mirror - 650 x 900,299.99,299.99,299.99
Overstock,CAPDBC0900,Crosswater Clear 6 6mm Matt Black Pivot Door - 900mm,399.99,399.99,399.99
Overstock,ENZO-MAN-P,DQ Heating Enzo Luxury Manual Radiator Valve - Angled - Pewter,99.99,99.99,99.99
Overstock,ENZO-MAN-PN,DQ Heating Enzo Luxury Manual Radiator Valve - Angled - Polished Nickel,99.99,99.99,99.99
Overstock,PRO021T,Crosswater MPRO Single Robe Hook - Slate,44.99,44.99,44.99
Overstock,CT4090UCW,Crosswater Calpe 400mm Square Countertop Basin,274.99,274.99,274.99
Overstock,RAD/880/A,-,25.99,25.99,25.99
Overstock,PI110DNW,Crosswater Pier Mono Basin Mixer - White,169.99,169.99,169.99
Overstock,Elec-Siena-50/70-P,DQ Heating Siena Electric Only Vertical Heated Towel Rail Radiator - Polished - 700x500,264.99,264.99,264.99
Overstock,RV002,Hudson Reed Modern Radiator Valves - Angled,23.99,23.99,23.99
Overstock,VLV-CRVA,Reina Crova Corner Radiator Valve - Anthracite,23.99,23.99,23.99
Overstock,VLV-MDLCS,Reina Modal TRV Thermostatic Straight Radiator Valve - Chrome,27.99,27.99,27.99
Overstock,ARCV23-CHR,Arcade Chrome Soap Basket for Vertical Riser,35.99,35.99,35.99
Overstock,OFF979,Erin L-Shaped Square End Bath Panel - Gloss Grey,47.99,47.99,47.99
Overstock,HE300d,Aeon Dry Radiator Heating Element Kit with 1500C Thermostat - 300W - 650mm Rod,59.99,59.99,59.99
Overstock,RAD/872/C,(DC) Sagittarius Camden Thermostatic Corner Radiator Valve - Chrome,59.99,59.99,59.99
Overstock,CON-MAN-ANG-SC,(DC) DQ Heating Contemporary Luxury Manual Radiator Valve - Angled - Satin Chrome,,,79.99
Overstock,AX-VIC-136/CD-CP,(DC) Vado Victoriana Deck Mounted Bath Pillar Taps,119.99,119.99,119.99
Overstock,DRI303,-,119.99,119.99,119.99
Overstock,MONO-1200x600,-,279.99,279.99,279.99
Overstock,COM10L-S,(DC) Aeon Combe Vertical Designer Heated Towel Rail Radiator - Left Hand - Brushed - 920x500,879.99,879.99,879.99
Overstock,BOL1-P,Aeon Bolero Stainless Steel Vertical Designer Heated Towel Rail Radiator - Polished - 630x300,844.99,844.99,844.99
Overstock,LA108-S,Aeon Labren Stainless Steel Wall Mounted Vertical Designer Radiator - Brushed - 975x800,"1,189.99","1,189.99","1,189.99"
Overstock,COM15R-S,-,"1,349.99","1,349.99","1,349.99"
Overstock,MEG600W-C,(DC) DQ Heating 600w MEG Vertical Thermostatic Heating Element - Chrome,109.99,109.99,109.99
Overstock,VENTB15-S,Aeon Venetian Clip-on Towel Bar - Brushed - 40x380,89.99,89.99,89.99
Overstock,BL350WC_LV,Crosswater Belgravia Lever Wall Stop Taps,196.99,196.99,196.99
Overstock,TCK-022-0300,Thermogroup Vario EZ Cable Kit 3 Exc. 5259 Tstat - No thermostat,184.99,184.99,184.99
Overstock,AQUAARMSGLPAN,-,144.99,144.99,144.99
Overstock,TIS3101,LED Single Door Bathroom Mirror Cabinet with Shaver Socket - 700 x 500mm (Harbour Icon),289.99,289.99,289.99
Overstock,DRIFTER150/5H-WA,(DC) DQ Heating Drifter White Horizontal Designer Radiator - 410 x 1500mm,559.99,559.99,559.99
Overstock,FHKNURLBF,Crosswater Knurled Handle x2 Brushed Brass,74.99,74.99,74.99
Overstock,27439BBL,Just Taps VOS Bath/Basin Spout 250mm - Brushed Black,84.99,84.99,84.99
Overstock,HT328,-,25.99,25.99,25.99
Overstock,CUB2-147/15H-W,DQ Heating Cube Double Panel Mild Steel Horizontal Designer Radiator - White - 600x1471,964.99,964.99,964.99
Overstock,TFVIBBFBK,The Tap Factory Vibrance Vanto Black Deck Mounted Bath Filler,179.99,179.99,179.99
Overstock,UB0370B,Crosswater Union Wall Mounted Bath Spout - Brushed Black Chrome,179.99,179.99,179.99
Overstock,TOR2-147/6V-A,DQ Heating Tornado Double Panel Mild Steel Vertical Designer Radiator - Anthracite Texture - 1471x456,599.99,599.99,599.99
Overstock,LIMITINTDRAWER50,(DC) Crosswater Limit 500mm Internal Drawer Anthracite,167.99,167.99,167.99
Overstock,LIANA45/150-P,DQ Heating Liana Stainless Steel Vertical Designer Heated Towel Rail Radiator - Polished - 1500x450,449.99,449.99,449.99
Overstock,WH-WCUNIT-AGREY,Muro 500 WC Unit - Avola Grey (Harbour Alchemy),114.99,114.99,114.99
Overstock,WOODSEAT006,-,114.99,114.99,114.99
Overstock,E-TRV-ST-BN,DQ Heating Essential TVR Luxury Thermostatic Radiator Valve - Straight - Brushed Nickel,42.99,42.99,42.99
Overstock,BL003C_V2,Crosswater Belgravia Wall Mounted Tumbler and Holder Chrome,49.99,49.99,49.99
Overstock,MIRROR-DKOAK-6X9,-,99.99,99.99,99.99
Overstock,TGERANT01,(DC) Terma Artistic Regulating TRV Set With Handle For Cast Iron Radiators,184.99,184.99,184.99
Overstock,KINGSTTRVN,EliteHeat Thermostatic TRV Straight Valve - Nickel (Kingston),129.99,129.99,129.99
Overstock,MPC135,-,109.99,109.99,109.99
Overstock,OFF218,Premier Athena 600mm Mirror Cabinet with Offset Door - Driftwood (Drench Emily),229.99,229.99,229.99
Overstock,DQDSC0900+,-,579.99,579.99,579.99
Overstock,RV004,-,17.99,17.99,17.99
Overstock,BFW0361,Crosswater XT Extension Kit for Bath Filler with Click Clack Waste,59.99,59.99,59.99
Overstock,TRETANTFEET,Brenton Saturnia Radiator Feet - Anthracite (Etamin),59.99,59.99,59.99
Overstock,TRETFEET,Brenton Saturnia Radiator Feet - White (Etamin),59.99,59.99,59.99
Overstock,TGETAN002,(DC) Terma Artistic Thermostatic Valve Set & Lock Shield For Cast Iron Radiators,179.99,179.99,179.99
Overstock,A48CHR,(DC) Burlington Surface Mounted Soap Dispenser,94.99,94.99,94.99
,DELTA-004,Vellamo Reveal Robe Hook Chrome,-0.01,12.99,-0.01
Overstock,CTR508C,-,64.99,64.99,64.99
Overstock,115.081.SJ.1,Geberit Omega60 Dual Flush Plate - Black Glass,399.99,399.99,399.99
,DELTA-001,Vellamo Reveal Soap Basket,-0.01,21.99,-0.01
,DELTA-005,Vellamo Reveal Toilet Roll Holder,-0.01,21.99,-0.01
,DELTA-006,Vellamo Reveal Soap Dish & Holder,-0.01,21.99,-0.01
,SH002,Vellamo Slimline Round Shower Head 200mm,39.99,39.99,-0.01
,SH003L,Drench Slimline Square Thin Shower Head 200mm,39.99,39.99,-0.01
Overstock,WESIM12,Terma Stainless Steel SIM Heating Element - 1200W,-0.01,39.99,-0.01
,ACO1838.2C,Brenton Olympus Vertical 2 Column Anthracite Radiator - 1800 x 380mm,199.99,199.99,199.99
Overstock,Axial54/180-W,(DC) DQ Heating Axial White Heated Towel Rail Radiator - 1780 x 540mm,,,399.99
,dr-ava-600-fs-vu-anthr,Ava 600mm Floorstanding Vanity Unit & Basin - Anthracite,399.99,399.99,399.99
,dr-ava-600-fs-vu-blue,Ava 600mm Floorstanding Vanity Unit & Basin - Blue,399.99,399.99,399.99
,dr-ava-600-fs-vu-green,Ava 600mm Floorstanding Vanity Unit & Basin - Green,399.99,399.99,399.99
,dr-ava-600-fs-vu-white,Ava 600mm Floorstanding Vanity Unit & Basin - Gloss White,399.99,399.99,399.99
,harbour-i6-sliding-1600-d-1000-p,Harbour i6 Easy Clean 6mm Sliding 1600mm Shower Door & 1000mm Side Panel,399.99,399.99,399.99
,harbour-i6-sliding-1700-d-760-p,Harbour i6 Easy Clean 6mm Sliding 1700mm Shower Door & 760mm Side Panel,399.99,399.99,399.99
,SCUD12x8Q,i8 Double Door Quadrant 1200 x 800mm (Harbour) (A3+A4),399.99,399.99,399.99
,vel-city-fr-walk-fix-return-140,Vellamo City 8mm Easy Clean Matt Black Framed Walk In Panel & Fixed Return Panel - 1400mm,399.99,399.99,399.99
Overstock,TAB-148/2-NOT-C/P,Vado Notion Vertical Concealed 2 Outlet Thermostatic Shower Valve,499.99,499.99,499.99
Overstock,27111BBL,Just Taps VOS Towel Rail - Brushed Black,-0.01,48.99,-0.01
Overstock,28502MB,Just Taps VOS Slim Shower Waste - Matt Black,-0.01,48.99,-0.01
Overstock,SH/505/C,Sagittarius Cavity Bar Valve Mounting Bracket (SH/191/C),-0.01,24.99,-0.01
,RISERKIT001,Vellamo Square Shower Riser Rail Kit,34.99,34.99,-0.01
,ACO1847.3C,Brenton Olympus Vertical 3 Column Anthracite Radiator - 1800 x 470mm,299.99,299.99,299.99
,harbour-i6-p-shower-90d-80p,Harbour i6 Easy Clean 6mm Pivot 900mm Shower Door & 800mm Side Panel,299.99,299.99,299.99
,harbour-i6-sliding-1000-d-900-p,Harbour i6 Easy Clean 6mm Sliding 1000mm Shower Door & 900mm Side Panel,299.99,299.99,299.99
,harbour-i6-sliding-1200-d-800-p,Harbour i6 Easy Clean 6mm Sliding 1200mm Shower Door & 800mm Side Panel,299.99,299.99,299.99
,vel-city-fr-walk-fix-return-760,Vellamo City 8mm Easy Clean Matt Black Framed Walk In Panel & Fixed Return Panel - 760mm,299.99,299.99,299.99
,WRSF14,Vellamo City Matt Black Framed Wetroom Screen - 1400mm,299.99,299.99,299.99
,harbour-i6-sliding-1700-d-700-p,Harbour i6 Easy Clean 6mm Sliding 1700mm Shower Door & 700mm Side Panel,399.99,399.99,399.99
,vel-city-fr-walk-hin-return-120,Vellamo City 8mm Easy Clean Matt Black Framed Walk In Panel & Hinged Return Panel - 1200mm,399.99,399.99,399.99
,DELTA-007,Vellamo Reveal Towel Ring,-0.01,17.99,-0.01
,DELTA-008,Vellamo Reveal Single Towel Rail 600mm,-0.01,26.99,-0.01
,DELTA-012,Vellamo Reveal Frosted Glass Tumbler & Holder,-0.01,26.99,-0.01
Overstock,400161,Just Taps Mode Toilet Roll Holder with Mobile Phone Shelf,-0.01,44.99,-0.01
,DELTA-003,Vellamo Reveal Wall Mounted Soap Dispenser,-0.01,44.99,-0.01
,BLACK006ORBL,Harbour Status Matt Black Stainless Steel Square Shower Head - 200mm,39.99,39.99,-0.01
Overstock,131464,(DC) Sonia S7 33cm Towel Rail,-0.01,89.99,-0.01
,BRASS001L,Butler & Rose Beatrice Basin Mixer Tap & Waste - Brushed Brass,-0.01,89.99,-0.01
,dr-eloise-expo-shower-kit,Eloise Exposed Thermostatic Bar Shower Valve & Slide Rail Kit,89.99,89.99,-0.01
,harbour-stat-300-cm-shwr-head,Harbour Status 300mm Fixed Ceiling Mounted Shower Head,89.99,89.99,-0.01
,MARCOS-600-BLK,Marcos Round Matt Black Framed Mirror - 600mm,-0.01,89.99,-0.01
,NBV180,Hudson Reed 460mm Rectangular Countertop Basin,-0.01,89.99,-0.01
Overstock,PN381,Hudson Reed Tec Single Lever Wall Mounted Side Action Basin Mixer,-0.01,89.99,-0.01
,STR612C,Brenton 22mm Straight Towel Rail - 600 x 1200mm - Chrome,-0.01,89.99,-0.01
,VELSWIFT12,Vellamo Swift Chrome Deck Mounted Bath Filler,-0.01,89.99,-0.01
Overstock,16625,High Life Balmoral Deck Mounted Bath Shower Mixer & Shower Kit,-0.01,134.99,-0.01
,dr-harper-cnc-shwr-kit-150ca,"Harper Concealed Shower Valve, Fixed Shower Head & Handset - 150mm Ceiling Shower Arm",189.99,189.99,-0.01
,dr-holly-cnc-shwr-kit-150ca-200,"Holly Concealed Shower Valve, 200mm Fixed Shower Head & Handset - 150mm Ceiling Shower Arm",189.99,189.99,-0.01
,dr-holly-cnc-shwr-kit-345wa-200,"Holly Concealed Shower Valve, 200mm Fixed Shower Head & Handset - 300mm Wall Shower Arm",189.99,189.99,-0.01
,dr-nina-c-shower-kit-200h-150c,"Nina Concealed Shower Valve, 200mm Head & Handset - 150mm Ceiling Arm",189.99,189.99,-0.01
,dr-nina-c-shower-kit-200h-340w,"Nina Concealed Shower Valve, 200mm Head & Handset - 380mm Wall Arm",189.99,189.99,-0.01
,dr-nina-c-shower-kit-200h-345w,"Nina Concealed Shower Valve, 200mm Head & Handset - 300mm Wall Arm",189.99,189.99,-0.01
,NCG350,"Harbour Acclaim Rimless Pan, Cistern & Soft-Close Thin Seat",-0.01,164.99,-0.01
,GLASS015,i6 Sliding Shower Door 1200mm (Harbour),-0.01,179.99,-0.01
Overstock,HLA95,Hudson Reed Revive Wave Single Panel Vertical Designer Radiator - Anthracite - 1785 x 413mm,-0.01,179.99,-0.01
,BR-CERINSET01,Butler & Rose 1 Bowl Gloss White Ceramic Kitchen Sink with Reversible Drainer - 1010 x 525mm,-0.01,179.99,-0.01
,BR-CERINSET02,Butler & Rose 1.5 Bowl Gloss White Ceramic Kitchen Sink with Reversible Drainer - 1010 x 525mm,-0.01,179.99,-0.01
,dr-archie-cnc-shwr-kit-345wa-200,"Archie Concealed Shower Valve, 200mm Fixed Shower Head & Handset - 345mm Wall Shower Arm",179.99,179.99,-0.01
,ELIZ800-500-C,Brenton Sanford Chrome Flat Panel Heated Towel Rail - 800 x 500mm,-0.01,179.99,-0.01
,ELIZ800-600-A,Brenton Sanford Matt Carbon Anthracite Flat Panel Heated Towel Rail - 800 x 600mm,-0.01,179.99,-0.01
Overstock,LUNAR60,Lunar LED Mirror with Demister Pad - 600mm (Harbour Glow),-0.01,179.99,-0.01
,MARCOS-LED-600-BLK,Marcos LED Illuminated Round Matt Black Framed Mirror with Demister Pad & Colour Change Lights - 600mm,-0.01,179.99,-0.01
Overstock,MONO-500x700,Vellamo LED Illuminated Mirror with Demister Pad & Colour Change LEDs - 700 x 500mm,-0.01,179.99,-0.01
,NOIR-LED-600-BLK,Drench Noir LED Illuminated Round Black Framed Mirror with Demister Pad & Colour Change LED - 600mm,-0.01,174.99,-0.01
Overstock,WLLLE060040-MOB,Terma Leo Chrome Electric Heated Towel Rail with MOA Blue Heating Element - 600 x 400mm,-0.01,219.99,-0.01
,WRSF070,Vellamo City Matt Black Framed Wetroom Screen - 700mm,-0.01,179.99,-0.01
,dr-holly-cnc-shwr-kit-300ca-400,"Holly Concealed Shower Valve, 400mm Fixed Shower Head & Handset - 300mm Ceiling Shower Arm",239.99,239.99,-0.01
,dr-holly-cnc-shwr-kit-340wa-400,"Holly Concealed Shower Valve, 400mm Fixed Shower Head & Handset - 375mm Wall Shower Arm",239.99,239.99,-0.01
,dr-jemima-con-bath-shower-pop,"Jemima Concealed Shower Valve, Slide Rail Kit & Overflow Bath Filler - Pop-up Waste",239.99,239.99,-0.01
,dr-nina-c-shower-kit-400h-300c,"Nina Concealed Shower Valve, 400mm Head & Handset - 300mm Ceiling Arm",239.99,239.99,-0.01
,dr-orla-cnc-shwr-kit-300ca-300,"Orla Concealed Shower Valve, 300mm Fixed Head & Slide Rail Kit - 300mm Ceiling Shower Arm",239.99,239.99,-0.01
,HBSTAT92,Harbour Status Exposed Thermostatic Rigid Riser Shower Kit - Matt Black,229.99,219.99,-0.01
,DREXP04,Drench Exposed Square Thermostatic Rigid Riser Shower Kit - Brushed Brass,229.99,229.99,-0.01
,GLASS002,i6 Double Door Quadrant 900mm (Harbour),-0.01,224.99,-0.01
,S6-BBGLASS019,Harbour i6 Easy Clean Brushed Brass 6mm Pivot Shower Door - 800mm,-0.01,224.99,-0.01
,WRSF080,Vellamo City Matt Black Framed Wetroom Screen - 800mm,-0.01,224.99,-0.01
,vel-twist-mb-shwr-pack,"Harbour Clarity Matt Black Shower Package with 2 Outlet Valve, Fixed Head & Arm and Wall Shower Kit",284.99,284.99,-0.01
,NU-029,"Drench Core Concealed Thermostatic Valve, Fixed Head & Shower Handset Kit - Matt Black",279.99,279.99,-0.01
,COL-3-60-83-RM,Butler & Rose Designer 3 Column Horizontal Radiator - Raw Metal Finish - 600 x 821mm,-0.01,269.99,-0.01
,GLASS006,i6 Double Door Quadrant 1200 x 900mm (Harbour),-0.01,269.99,-0.01
,harbour-stat-con-shower-kit-200,"Harbour Status Concealed Shower Valve, Fixed Wall Mounted 200mm Head & Slide Rail Kit",269.99,269.99,269.99
,VELMIRROR004,"Vellamo LED Frame Mirror with Touch Sensor, Demister & Bluetooth - 1200 x 600mm",-0.01,244.99,-0.01
Overstock,WWFIE114048-KRGRE8P,Terma Fiona One Electric Heated Towel Rail with Heating Element - Sparkling Gravel - 1140 x 480mm,-0.01,344.99,-0.01
,harbour-clar-500-fs-ct-gw,Harbour Clarity 500mm Floorstanding Vanity Unit & Countertop - Gloss White,-0.01,314.99,-0.01
,harbour-clar-500-wm-ct-mgg,Harbour Clarity 500mm Wall Mounted Vanity Unit & Countertop - Matt Graphite Grey,-0.01,314.99,-0.01
,harbour-i6-sliding-1000-d-1000-p,Harbour i6 Easy Clean 6mm Sliding 1000mm Shower Door & 1000mm Side Panel,-0.01,314.99,-0.01
,ICON-500X700-LEDCAB,Harbour Icon Single Door LED Bathroom Mirror Cabinet with Shaver Socket - 700 x 500mm,-0.01,299.99,-0.01
,NU-024,-,379.99,379.99,#VALUE!
,NU-044,-,379.99,379.99,#VALUE!
,ACO1856.3C,Brenton Olympus Vertical 3 Column Anthracite Radiator - 1800 x 560mm,-0.01,359.99,-0.01
Overstock,AN3HBF,Flova Annecy 3 Hole Bath Mixer,-0.01,359.99,-0.01
,COL-3-60-120-RM,Butler & Rose Designer 3 Column Horizontal Radiator - Raw Metal Finish - 600 x 1177mm,399.99,359.99,-0.01
Overstock,DIAL_CENT_1,Crosswater Dial Central 1 Control Shower Valve - Portrait,-0.01,359.99,-0.01
,dr-ava-500-fs-vu-anthr,Ava 500mm Floorstanding Vanity Unit & Basin - Anthracite,-0.01,359.99,-0.01
,dr-ava-500-fs-vu-blue,Ava 500mm Floorstanding Vanity Unit & Basin - Blue,-0.01,359.99,-0.01
,dr-ava-500-fs-vu-green,Ava 500mm Floorstanding Vanity Unit & Basin - Green,-0.01,359.99,-0.01
,dr-ava-500-fs-vu-white,Ava 500mm Floorstanding Vanity Unit & Basin - Gloss White,-0.01,359.99,-0.01
,dr-ava-600-wm-vu-anthr,Ava 600mm Wall Hung Vanity Unit & Basin - Anthracite,-0.01,359.99,-0.01
,dr-ava-600-wm-vu-blue,Ava 600mm Wall Hung Vanity Unit & Basin - Blue,-0.01,359.99,-0.01
,dr-ava-600-wm-vu-green,Ava 600mm Wall Hung Vanity Unit & Basin - Green,-0.01,359.99,-0.01
,dr-ava-600-wm-vu-white,Ava 600mm Wall Hung Vanity Unit & Basin - Gloss White,-0.01,359.99,-0.01
,harbour-clar-500-fs-ct-mgg,Harbour Clarity 500mm Floorstanding Vanity Unit & Countertop - Matt Graphite Grey,-0.01,359.99,-0.01
,harbour-clar-600-wm-vb-gw,Harbour Clarity 600mm Wall Mounted Vanity Unit & Basin - Gloss White Finish,-0.01,359.99,-0.01
